boloName,theta[deg.],phi[deg.],x[mm],y[mm],waferID,pixelID,freq[GHz],antenna,pol.ang.[deg.],diameter[mm]
000_000_000_QA_050_T,9.74,153.8,-151.796,74.693,0,0,50.0,QA,0,32.0
000_000_000_QA_050_B,9.74,153.8,-151.796,74.693,0,0,50.0,QA,90,32.0
000_000_000_QA_068_T,9.74,153.8,-151.796,74.693,0,0,68.0,QA,0,32.0
000_000_000_QA_068_B,9.74,153.8,-151.796,74.693,0,0,68.0,QA,90,32.0
000_000_000_QA_089_T,9.74,153.8,-151.796,74.693,0,0,89.0,QA,0,32.0
000_000_000_QA_089_B,9.74,153.8,-151.796,74.693,0,0,89.0,QA,90,32.0
000_000_001_QB_050_T,8.42,149.6,-126.296,74.098,0,1,50.0,QB,0,32.0
000_000_001_QB_050_B,8.42,149.6,-126.296,74.098,0,1,50.0,QB,90,32.0
000_000_001_QB_068_T,8.42,149.6,-126.296,74.098,0,1,68.0,QB,0,32.0
000_000_001_QB_068_B,8.42,149.6,-126.296,74.098,0,1,68.0,QB,90,32.0
000_000_001_QB_089_T,8.42,149.6,-126.296,74.098,0,1,89.0,QB,0,32.0
000_000_001_QB_089_B,8.42,149.6,-126.296,74.098,0,1,89.0,QB,90,32.0
000_000_002_UA_050_T,7.14,144.0,-100.556,73.058,0,2,50.0,UA,45,32.0
000_000_002_UA_050_B,7.14,144.0,-100.556,73.058,0,2,50.0,UA,135,32.0
000_000_002_UA_068_T,7.14,144.0,-100.556,73.058,0,2,68.0,UA,45,32.0
000_000_002_UA_068_B,7.14,144.0,-100.556,73.058,0,2,68.0,UA,135,32.0
000_000_002_UA_089_T,7.14,144.0,-100.556,73.058,0,2,89.0,UA,45,32.0
000_000_002_UA_089_B,7.14,144.0,-100.556,73.058,0,2,89.0,UA,135,32.0
000_000_003_QA_040_T,9.16,162.6,-151.907,47.605,0,3,40.0,QA,0,32.0
000_000_003_QA_040_B,9.16,162.6,-151.907,47.605,0,3,40.0,QA,90,32.0
000_000_003_QA_060_T,9.16,162.6,-151.907,47.605,0,3,60.0,QA,0,32.0
000_000_003_QA_060_B,9.16,162.6,-151.907,47.605,0,3,60.0,QA,90,32.0
000_000_003_QA_078_T,9.16,162.6,-151.907,47.605,0,3,78.0,QA,0,32.0
000_000_003_QA_078_B,9.16,162.6,-151.907,47.605,0,3,78.0,QA,90,32.0
000_000_004_QB_040_T,7.74,159.8,-126.394,46.504,0,4,40.0,QB,0,32.0
000_000_004_QB_040_B,7.74,159.8,-126.394,46.504,0,4,40.0,QB,90,32.0
000_000_004_QB_060_T,7.74,159.8,-126.394,46.504,0,4,60.0,QB,0,32.0
000_000_004_QB_060_B,7.74,159.8,-126.394,46.504,0,4,60.0,QB,90,32.0
000_000_004_QB_078_T,7.74,159.8,-126.394,46.504,0,4,78.0,QB,0,32.0
000_000_004_QB_078_B,7.74,159.8,-126.394,46.504,0,4,78.0,QB,90,32.0
000_000_005_UA_040_T,6.36,155.6,-100.881,45.762,0,5,40.0,UA,45,32.0
000_000_005_UA_040_B,6.36,155.6,-100.881,45.762,0,5,40.0,UA,135,32.0
000_000_005_UA_060_T,6.36,155.6,-100.881,45.762,0,5,60.0,UA,45,32.0
000_000_005_UA_060_B,6.36,155.6,-100.881,45.762,0,5,60.0,UA,135,32.0
000_000_005_UA_078_T,6.36,155.6,-100.881,45.762,0,5,78.0,UA,45,32.0
000_000_005_UA_078_B,6.36,155.6,-100.881,45.762,0,5,78.0,UA,135,32.0
000_000_006_UA_040_T,8.82,172.4,-151.984,20.279,0,6,40.0,UA,45,32.0
000_000_006_UA_040_B,8.82,172.4,-151.984,20.279,0,6,40.0,UA,135,32.0
000_000_006_UA_060_T,8.82,172.4,-151.984,20.279,0,6,60.0,UA,45,32.0
000_000_006_UA_060_B,8.82,172.4,-151.984,20.279,0,6,60.0,UA,135,32.0
000_000_006_UA_078_T,8.82,172.4,-151.984,20.279,0,6,78.0,UA,45,32.0
000_000_006_UA_078_B,8.82,172.4,-151.984,20.279,0,6,78.0,UA,135,32.0
000_000_007_UB_040_T,7.36,171.4,-126.663,19.156,0,7,40.0,UB,45,32.0
000_000_007_UB_040_B,7.36,171.4,-126.663,19.156,0,7,40.0,UB,135,32.0
000_000_007_UB_060_T,7.36,171.4,-126.663,19.156,0,7,60.0,UB,45,32.0
000_000_007_UB_060_B,7.36,171.4,-126.663,19.156,0,7,60.0,UB,135,32.0
000_000_007_UB_078_T,7.36,171.4,-126.663,19.156,0,7,78.0,UB,45,32.0
000_000_007_UB_078_B,7.36,171.4,-126.663,19.156,0,7,78.0,UB,135,32.0
000_000_008_UA_040_T,5.88,169.6,-100.762,18.493,0,8,40.0,UA,45,32.0
000_000_008_UA_040_B,5.88,169.6,-100.762,18.493,0,8,40.0,UA,135,32.0
000_000_008_UA_060_T,5.88,169.6,-100.762,18.493,0,8,60.0,UA,45,32.0
000_000_008_UA_060_B,5.88,169.6,-100.762,18.493,0,8,60.0,UA,135,32.0
000_000_008_UA_078_T,5.88,169.6,-100.762,18.493,0,8,78.0,UA,45,32.0
000_000_008_UA_078_B,5.88,169.6,-100.762,18.493,0,8,78.0,UA,135,32.0
000_001_000_QA_078_T,6.24,133.2,-74.406,79.234,1,0,78.0,QA,0,16.0
000_001_000_QA_078_B,6.24,133.2,-74.406,79.234,1,0,78.0,QA,90,16.0
000_001_000_QA_100_T,6.24,133.2,-74.406,79.234,1,0,100.0,QA,0,16.0
000_001_000_QA_100_B,6.24,133.2,-74.406,79.234,1,0,100.0,QA,90,16.0
000_001_000_QA_140_T,6.24,133.2,-74.406,79.234,1,0,140.0,QA,0,16.0
000_001_000_QA_140_B,6.24,133.2,-74.406,79.234,1,0,140.0,QA,90,16.0
000_001_001_QB_078_T,5.74,127.8,-61.3,79.027,1,1,78.0,QB,0,16.0
000_001_001_QB_078_B,5.74,127.8,-61.3,79.027,1,1,78.0,QB,90,16.0
000_001_001_QB_100_T,5.74,127.8,-61.3,79.027,1,1,100.0,QB,0,16.0
000_001_001_QB_100_B,5.74,127.8,-61.3,79.027,1,1,100.0,QB,90,16.0
000_001_001_QB_140_T,5.74,127.8,-61.3,79.027,1,1,140.0,QB,0,16.0
000_001_001_QB_140_B,5.74,127.8,-61.3,79.027,1,1,140.0,QB,90,16.0
000_001_002_UA_078_T,5.32,121.68,-48.693,78.903,1,2,78.0,UA,45,16.0
000_001_002_UA_078_B,5.32,121.68,-48.693,78.903,1,2,78.0,UA,135,16.0
000_001_002_UA_100_T,5.32,121.68,-48.693,78.903,1,2,100.0,UA,45,16.0
000_001_002_UA_100_B,5.32,121.68,-48.693,78.903,1,2,100.0,UA,135,16.0
000_001_002_UA_140_T,5.32,121.68,-48.693,78.903,1,2,140.0,UA,45,16.0
000_001_002_UA_140_B,5.32,121.68,-48.693,78.903,1,2,140.0,UA,135,16.0
000_001_003_UB_078_T,4.96,114.48,-35.827,78.688,1,3,78.0,UB,45,16.0
000_001_003_UB_078_B,4.96,114.48,-35.827,78.688,1,3,78.0,UB,135,16.0
000_001_003_UB_100_T,4.96,114.48,-35.827,78.688,1,3,100.0,UB,45,16.0
000_001_003_UB_100_B,4.96,114.48,-35.827,78.688,1,3,100.0,UB,135,16.0
000_001_003_UB_140_T,4.96,114.48,-35.827,78.688,1,3,140.0,UB,45,16.0
000_001_003_UB_140_B,4.96,114.48,-35.827,78.688,1,3,140.0,UB,135,16.0
000_001_004_QA_078_T,4.7,106.2,-22.86,78.685,1,4,78.0,QA,0,16.0
000_001_004_QA_078_B,4.7,106.2,-22.86,78.685,1,4,78.0,QA,90,16.0
000_001_004_QA_100_T,4.7,106.2,-22.86,78.685,1,4,100.0,QA,0,16.0
000_001_004_QA_100_B,4.7,106.2,-22.86,78.685,1,4,100.0,QA,90,16.0
000_001_004_QA_140_T,4.7,106.2,-22.86,78.685,1,4,140.0,QA,0,16.0
000_001_004_QA_140_B,4.7,106.2,-22.86,78.685,1,4,140.0,QA,90,16.0
000_001_005_QB_078_T,4.54,97.2,-9.921,78.531,1,5,78.0,QB,0,16.0
000_001_005_QB_078_B,4.54,97.2,-9.921,78.531,1,5,78.0,QB,90,16.0
000_001_005_QB_100_T,4.54,97.2,-9.921,78.531,1,5,100.0,QB,0,16.0
000_001_005_QB_100_B,4.54,97.2,-9.921,78.531,1,5,100.0,QB,90,16.0
000_001_005_QB_140_T,4.54,97.2,-9.921,78.531,1,5,140.0,QB,0,16.0
000_001_005_QB_140_B,4.54,97.2,-9.921,78.531,1,5,140.0,QB,90,16.0
000_001_006_UA_078_T,5.68,138.6,-74.24,65.452,1,6,78.0,UA,45,16.0
000_001_006_UA_078_B,5.68,138.6,-74.24,65.452,1,6,78.0,UA,135,16.0
000_001_006_UA_100_T,5.68,138.6,-74.24,65.452,1,6,100.0,UA,45,16.0
000_001_006_UA_100_B,5.68,138.6,-74.24,65.452,1,6,100.0,UA,135,16.0
000_001_006_UA_140_T,5.68,138.6,-74.24,65.452,1,6,140.0,UA,45,16.0
000_001_006_UA_140_B,5.68,138.6,-74.24,65.452,1,6,140.0,UA,135,16.0
000_001_007_UB_078_T,5.14,133.2,-61.328,65.308,1,7,78.0,UB,45,16.0
000_001_007_UB_078_B,5.14,133.2,-61.328,65.308,1,7,78.0,UB,135,16.0
000_001_007_UB_100_T,5.14,133.2,-61.328,65.308,1,7,100.0,UB,45,16.0
000_001_007_UB_100_B,5.14,133.2,-61.328,65.308,1,7,100.0,UB,135,16.0
000_001_007_UB_140_T,5.14,133.2,-61.328,65.308,1,7,140.0,UB,45,16.0
000_001_007_UB_140_B,5.14,133.2,-61.328,65.308,1,7,140.0,UB,135,16.0
000_001_008_QA_078_T,4.66,126.72,-48.575,65.121,1,8,78.0,QA,0,16.0
000_001_008_QA_078_B,4.66,126.72,-48.575,65.121,1,8,78.0,QA,90,16.0
000_001_008_QA_100_T,4.66,126.72,-48.575,65.121,1,8,100.0,QA,0,16.0
000_001_008_QA_100_B,4.66,126.72,-48.575,65.121,1,8,100.0,QA,90,16.0
000_001_008_QA_140_T,4.66,126.72,-48.575,65.121,1,8,140.0,QA,0,16.0
000_001_008_QA_140_B,4.66,126.72,-48.575,65.121,1,8,140.0,QA,90,16.0
000_001_009_QB_078_T,4.26,118.8,-35.786,65.094,1,9,78.0,QB,0,16.0
000_001_009_QB_078_B,4.26,118.8,-35.786,65.094,1,9,78.0,QB,90,16.0
000_001_009_QB_100_T,4.26,118.8,-35.786,65.094,1,9,100.0,QB,0,16.0
000_001_009_QB_100_B,4.26,118.8,-35.786,65.094,1,9,100.0,QB,90,16.0
000_001_009_QB_140_T,4.26,118.8,-35.786,65.094,1,9,140.0,QB,0,16.0
000_001_009_QB_140_B,4.26,118.8,-35.786,65.094,1,9,140.0,QB,90,16.0
000_001_010_UA_078_T,3.96,109.44,-22.985,65.123,1,10,78.0,UA,45,16.0
000_001_010_UA_078_B,3.96,109.44,-22.985,65.123,1,10,78.0,UA,135,16.0
000_001_010_UA_100_T,3.96,109.44,-22.985,65.123,1,10,100.0,UA,45,16.0
000_001_010_UA_100_B,3.96,109.44,-22.985,65.123,1,10,100.0,UA,135,16.0
000_001_010_UA_140_T,3.96,109.44,-22.985,65.123,1,10,140.0,UA,45,16.0
000_001_010_UA_140_B,3.96,109.44,-22.985,65.123,1,10,140.0,UA,135,16.0
000_001_011_UB_078_T,3.76,98.64,-9.851,64.833,1,11,78.0,UB,45,16.0
000_001_011_UB_078_B,3.76,98.64,-9.851,64.833,1,11,78.0,UB,135,16.0
000_001_011_UB_100_T,3.76,98.64,-9.851,64.833,1,11,100.0,UB,45,16.0
000_001_011_UB_100_B,3.76,98.64,-9.851,64.833,1,11,100.0,UB,135,16.0
000_001_011_UB_140_T,3.76,98.64,-9.851,64.833,1,11,140.0,UB,45,16.0
000_001_011_UB_140_B,3.76,98.64,-9.851,64.833,1,11,140.0,UB,135,16.0
000_001_012_QA_078_T,5.2,145.08,-74.314,51.881,1,12,78.0,QA,0,16.0
000_001_012_QA_078_B,5.2,145.08,-74.314,51.881,1,12,78.0,QA,90,16.0
000_001_012_QA_100_T,5.2,145.08,-74.314,51.881,1,12,100.0,QA,0,16.0
000_001_012_QA_100_B,5.2,145.08,-74.314,51.881,1,12,100.0,QA,90,16.0
000_001_012_QA_140_T,5.2,145.08,-74.314,51.881,1,12,140.0,QA,0,16.0
000_001_012_QA_140_B,5.2,145.08,-74.314,51.881,1,12,140.0,QA,90,16.0
000_001_013_QB_078_T,4.6,140.04,-61.472,51.508,1,13,78.0,QB,0,16.0
000_001_013_QB_078_B,4.6,140.04,-61.472,51.508,1,13,78.0,QB,90,16.0
000_001_013_QB_100_T,4.6,140.04,-61.472,51.508,1,13,100.0,QB,0,16.0
000_001_013_QB_100_B,4.6,140.04,-61.472,51.508,1,13,100.0,QB,90,16.0
000_001_013_QB_140_T,4.6,140.04,-61.472,51.508,1,13,140.0,QB,0,16.0
000_001_013_QB_140_B,4.6,140.04,-61.472,51.508,1,13,140.0,QB,90,16.0
000_001_014_UA_078_T,4.06,133.2,-48.467,51.612,1,14,78.0,UA,45,16.0
000_001_014_UA_078_B,4.06,133.2,-48.467,51.612,1,14,78.0,UA,135,16.0
000_001_014_UA_100_T,4.06,133.2,-48.467,51.612,1,14,100.0,UA,45,16.0
000_001_014_UA_100_B,4.06,133.2,-48.467,51.612,1,14,100.0,UA,135,16.0
000_001_014_UA_140_T,4.06,133.2,-48.467,51.612,1,14,140.0,UA,45,16.0
000_001_014_UA_140_B,4.06,133.2,-48.467,51.612,1,14,140.0,UA,135,16.0
000_001_015_UB_078_T,3.58,124.92,-35.744,51.2,1,15,78.0,UB,45,16.0
000_001_015_UB_078_B,3.58,124.92,-35.744,51.2,1,15,78.0,UB,135,16.0
000_001_015_UB_100_T,3.58,124.92,-35.744,51.2,1,15,100.0,UB,45,16.0
000_001_015_UB_100_B,3.58,124.92,-35.744,51.2,1,15,100.0,UB,135,16.0
000_001_015_UB_140_T,3.58,124.92,-35.744,51.2,1,15,140.0,UB,45,16.0
000_001_015_UB_140_B,3.58,124.92,-35.744,51.2,1,15,140.0,UB,135,16.0
000_001_016_QA_078_T,3.22,114.12,-22.954,51.266,1,16,78.0,QA,0,16.0
000_001_016_QA_078_B,3.22,114.12,-22.954,51.266,1,16,78.0,QA,90,16.0
000_001_016_QA_100_T,3.22,114.12,-22.954,51.266,1,16,100.0,QA,0,16.0
000_001_016_QA_100_B,3.22,114.12,-22.954,51.266,1,16,100.0,QA,90,16.0
000_001_016_QA_140_T,3.22,114.12,-22.954,51.266,1,16,140.0,QA,0,16.0
000_001_016_QA_140_B,3.22,114.12,-22.954,51.266,1,16,140.0,QA,90,16.0
000_001_017_QB_078_T,3.0,101.16,-10.13,51.346,1,17,78.0,QB,0,16.0
000_001_017_QB_078_B,3.0,101.16,-10.13,51.346,1,17,78.0,QB,90,16.0
000_001_017_QB_100_T,3.0,101.16,-10.13,51.346,1,17,100.0,QB,0,16.0
000_001_017_QB_100_B,3.0,101.16,-10.13,51.346,1,17,100.0,QB,90,16.0
000_001_017_QB_140_T,3.0,101.16,-10.13,51.346,1,17,140.0,QB,0,16.0
000_001_017_QB_140_B,3.0,101.16,-10.13,51.346,1,17,140.0,QB,90,16.0
000_001_018_UA_068_T,4.8,152.64,-74.317,38.457,1,18,68.0,UA,45,16.0
000_001_018_UA_068_B,4.8,152.64,-74.317,38.457,1,18,68.0,UA,135,16.0
000_001_018_UA_089_T,4.8,152.64,-74.317,38.457,1,18,89.0,UA,45,16.0
000_001_018_UA_089_B,4.8,152.64,-74.317,38.457,1,18,89.0,UA,135,16.0
000_001_018_UA_119_T,4.8,152.64,-74.317,38.457,1,18,119.0,UA,45,16.0
000_001_018_UA_119_B,4.8,152.64,-74.317,38.457,1,18,119.0,UA,135,16.0
000_001_019_UB_068_T,4.14,148.32,-61.437,37.914,1,19,68.0,UB,45,16.0
000_001_019_UB_068_B,4.14,148.32,-61.437,37.914,1,19,68.0,UB,135,16.0
000_001_019_UB_089_T,4.14,148.32,-61.437,37.914,1,19,89.0,UB,45,16.0
000_001_019_UB_089_B,4.14,148.32,-61.437,37.914,1,19,89.0,UB,135,16.0
000_001_019_UB_119_T,4.14,148.32,-61.437,37.914,1,19,119.0,UB,45,16.0
000_001_019_UB_119_B,4.14,148.32,-61.437,37.914,1,19,119.0,UB,135,16.0
000_001_020_QA_068_T,3.54,142.2,-48.788,37.844,1,20,68.0,QA,0,16.0
000_001_020_QA_068_B,3.54,142.2,-48.788,37.844,1,20,68.0,QA,90,16.0
000_001_020_QA_089_T,3.54,142.2,-48.788,37.844,1,20,89.0,QA,0,16.0
000_001_020_QA_089_B,3.54,142.2,-48.788,37.844,1,20,89.0,QA,90,16.0
000_001_020_QA_119_T,3.54,142.2,-48.788,37.844,1,20,119.0,QA,0,16.0
000_001_020_QA_119_B,3.54,142.2,-48.788,37.844,1,20,119.0,QA,90,16.0
000_001_021_QB_068_T,2.98,133.56,-35.825,37.673,1,21,68.0,QB,0,16.0
000_001_021_QB_068_B,2.98,133.56,-35.825,37.673,1,21,68.0,QB,90,16.0
000_001_021_QB_089_T,2.98,133.56,-35.825,37.673,1,21,89.0,QB,0,16.0
000_001_021_QB_089_B,2.98,133.56,-35.825,37.673,1,21,89.0,QB,90,16.0
000_001_021_QB_119_T,2.98,133.56,-35.825,37.673,1,21,119.0,QB,0,16.0
000_001_021_QB_119_B,2.98,133.56,-35.825,37.673,1,21,119.0,QB,90,16.0
000_001_022_UA_068_T,2.52,121.32,-22.855,37.561,1,22,68.0,UA,45,16.0
000_001_022_UA_068_B,2.52,121.32,-22.855,37.561,1,22,68.0,UA,135,16.0
000_001_022_UA_089_T,2.52,121.32,-22.855,37.561,1,22,89.0,UA,45,16.0
000_001_022_UA_089_B,2.52,121.32,-22.855,37.561,1,22,89.0,UA,135,16.0
000_001_022_UA_119_T,2.52,121.32,-22.855,37.561,1,22,119.0,UA,45,16.0
000_001_022_UA_119_B,2.52,121.32,-22.855,37.561,1,22,119.0,UA,135,16.0
000_001_023_UB_068_T,2.24,105.12,-10.195,37.732,1,23,68.0,UB,45,16.0
000_001_023_UB_068_B,2.24,105.12,-10.195,37.732,1,23,68.0,UB,135,16.0
000_001_023_UB_089_T,2.24,105.12,-10.195,37.732,1,23,89.0,UB,45,16.0
000_001_023_UB_089_B,2.24,105.12,-10.195,37.732,1,23,89.0,UB,135,16.0
000_001_023_UB_119_T,2.24,105.12,-10.195,37.732,1,23,119.0,UB,45,16.0
000_001_023_UB_119_B,2.24,105.12,-10.195,37.732,1,23,119.0,UB,135,16.0
000_001_024_QA_068_T,4.5,161.64,-74.465,24.714,1,24,68.0,QA,0,16.0
000_001_024_QA_068_B,4.5,161.64,-74.465,24.714,1,24,68.0,QA,90,16.0
000_001_024_QA_089_T,4.5,161.64,-74.465,24.714,1,24,89.0,QA,0,16.0
000_001_024_QA_089_B,4.5,161.64,-74.465,24.714,1,24,89.0,QA,90,16.0
000_001_024_QA_119_T,4.5,161.64,-74.465,24.714,1,24,119.0,QA,0,16.0
000_001_024_QA_119_B,4.5,161.64,-74.465,24.714,1,24,119.0,QA,90,16.0
000_001_025_QB_068_T,3.8,158.4,-61.62,24.397,1,25,68.0,QB,0,16.0
000_001_025_QB_068_B,3.8,158.4,-61.62,24.397,1,25,68.0,QB,90,16.0
000_001_025_QB_089_T,3.8,158.4,-61.62,24.397,1,25,89.0,QB,0,16.0
000_001_025_QB_089_B,3.8,158.4,-61.62,24.397,1,25,89.0,QB,90,16.0
000_001_025_QB_119_T,3.8,158.4,-61.62,24.397,1,25,119.0,QB,0,16.0
000_001_025_QB_119_B,3.8,158.4,-61.62,24.397,1,25,119.0,QB,90,16.0
000_001_026_UA_068_T,3.12,153.36,-48.649,24.404,1,26,68.0,UA,45,16.0
000_001_026_UA_068_B,3.12,153.36,-48.649,24.404,1,26,68.0,UA,135,16.0
000_001_026_UA_089_T,3.12,153.36,-48.649,24.404,1,26,89.0,UA,45,16.0
000_001_026_UA_089_B,3.12,153.36,-48.649,24.404,1,26,89.0,UA,135,16.0
000_001_026_UA_119_T,3.12,153.36,-48.649,24.404,1,26,119.0,UA,45,16.0
000_001_026_UA_119_B,3.12,153.36,-48.649,24.404,1,26,119.0,UA,135,16.0
000_001_027_UB_068_T,2.48,145.8,-35.788,24.322,1,27,68.0,UB,45,16.0
000_001_027_UB_068_B,2.48,145.8,-35.788,24.322,1,27,68.0,UB,135,16.0
000_001_027_UB_089_T,2.48,145.8,-35.788,24.322,1,27,89.0,UB,45,16.0
000_001_027_UB_089_B,2.48,145.8,-35.788,24.322,1,27,89.0,UB,135,16.0
000_001_027_UB_119_T,2.48,145.8,-35.788,24.322,1,27,119.0,UB,45,16.0
000_001_027_UB_119_B,2.48,145.8,-35.788,24.322,1,27,119.0,UB,135,16.0
000_001_028_QA_068_T,1.9,133.56,-22.848,24.026,1,28,68.0,QA,0,16.0
000_001_028_QA_068_B,1.9,133.56,-22.848,24.026,1,28,68.0,QA,90,16.0
000_001_028_QA_089_T,1.9,133.56,-22.848,24.026,1,28,89.0,QA,0,16.0
000_001_028_QA_089_B,1.9,133.56,-22.848,24.026,1,28,89.0,QA,90,16.0
000_001_028_QA_119_T,1.9,133.56,-22.848,24.026,1,28,119.0,QA,0,16.0
000_001_028_QA_119_B,1.9,133.56,-22.848,24.026,1,28,119.0,QA,90,16.0
000_001_029_QB_068_T,1.5,112.68,-10.093,24.153,1,29,68.0,QB,0,16.0
000_001_029_QB_068_B,1.5,112.68,-10.093,24.153,1,29,68.0,QB,90,16.0
000_001_029_QB_089_T,1.5,112.68,-10.093,24.153,1,29,89.0,QB,0,16.0
000_001_029_QB_089_B,1.5,112.68,-10.093,24.153,1,29,89.0,QB,90,16.0
000_001_029_QB_119_T,1.5,112.68,-10.093,24.153,1,29,119.0,QB,0,16.0
000_001_029_QB_119_B,1.5,112.68,-10.093,24.153,1,29,119.0,QB,90,16.0
000_001_030_UA_068_T,4.32,171.36,-74.472,11.316,1,30,68.0,UA,45,16.0
000_001_030_UA_068_B,4.32,171.36,-74.472,11.316,1,30,68.0,UA,135,16.0
000_001_030_UA_089_T,4.32,171.36,-74.472,11.316,1,30,89.0,UA,45,16.0
000_001_030_UA_089_B,4.32,171.36,-74.472,11.316,1,30,89.0,UA,135,16.0
000_001_030_UA_119_T,4.32,171.36,-74.472,11.316,1,30,119.0,UA,45,16.0
000_001_030_UA_119_B,4.32,171.36,-74.472,11.316,1,30,119.0,UA,135,16.0
000_001_031_UB_068_T,3.58,169.92,-61.478,10.929,1,31,68.0,UB,45,16.0
000_001_031_UB_068_B,3.58,169.92,-61.478,10.929,1,31,68.0,UB,135,16.0
000_001_031_UB_089_T,3.58,169.92,-61.478,10.929,1,31,89.0,UB,45,16.0
000_001_031_UB_089_B,3.58,169.92,-61.478,10.929,1,31,89.0,UB,135,16.0
000_001_031_UB_119_T,3.58,169.92,-61.478,10.929,1,31,119.0,UB,45,16.0
000_001_031_UB_119_B,3.58,169.92,-61.478,10.929,1,31,119.0,UB,135,16.0
000_001_032_QA_068_T,2.86,167.4,-48.694,10.884,1,32,68.0,QA,0,16.0
000_001_032_QA_068_B,2.86,167.4,-48.694,10.884,1,32,68.0,QA,90,16.0
000_001_032_QA_089_T,2.86,167.4,-48.694,10.884,1,32,89.0,QA,0,16.0
000_001_032_QA_089_B,2.86,167.4,-48.694,10.884,1,32,89.0,QA,90,16.0
000_001_032_QA_119_T,2.86,167.4,-48.694,10.884,1,32,119.0,QA,0,16.0
000_001_032_QA_119_B,2.86,167.4,-48.694,10.884,1,32,119.0,QA,90,16.0
000_001_033_QB_068_T,2.14,163.44,-35.793,10.643,1,33,68.0,QB,0,16.0
000_001_033_QB_068_B,2.14,163.44,-35.793,10.643,1,33,68.0,QB,90,16.0
000_001_033_QB_089_T,2.14,163.44,-35.793,10.643,1,33,89.0,QB,0,16.0
000_001_033_QB_089_B,2.14,163.44,-35.793,10.643,1,33,89.0,QB,90,16.0
000_001_033_QB_119_T,2.14,163.44,-35.793,10.643,1,33,119.0,QB,0,16.0
000_001_033_QB_119_B,2.14,163.44,-35.793,10.643,1,33,119.0,QB,90,16.0
000_001_034_UA_068_T,1.44,155.52,-22.871,10.413,1,34,68.0,UA,45,16.0
000_001_034_UA_068_B,1.44,155.52,-22.871,10.413,1,34,68.0,UA,135,16.0
000_001_034_UA_089_T,1.44,155.52,-22.871,10.413,1,34,89.0,UA,45,16.0
000_001_034_UA_089_B,1.44,155.52,-22.871,10.413,1,34,89.0,UA,135,16.0
000_001_034_UA_119_T,1.44,155.52,-22.871,10.413,1,34,119.0,UA,45,16.0
000_001_034_UA_119_B,1.44,155.52,-22.871,10.413,1,34,119.0,UA,135,16.0
000_001_035_UB_068_T,0.84,133.92,-10.169,10.56,1,35,68.0,UB,45,16.0
000_001_035_UB_068_B,0.84,133.92,-10.169,10.56,1,35,68.0,UB,135,16.0
000_001_035_UB_089_T,0.84,133.92,-10.169,10.56,1,35,89.0,UB,45,16.0
000_001_035_UB_089_B,0.84,133.92,-10.169,10.56,1,35,89.0,UB,135,16.0
000_001_035_UB_119_T,0.84,133.92,-10.169,10.56,1,35,119.0,UB,45,16.0
000_001_035_UB_119_B,0.84,133.92,-10.169,10.56,1,35,119.0,UB,135,16.0
000_002_000_QA_078_T,4.54,82.8,9.921,78.531,2,0,78.0,QA,0,16.0
000_002_000_QA_078_B,4.54,82.8,9.921,78.531,2,0,78.0,QA,90,16.0
000_002_000_QA_100_T,4.54,82.8,9.921,78.531,2,0,100.0,QA,0,16.0
000_002_000_QA_100_B,4.54,82.8,9.921,78.531,2,0,100.0,QA,90,16.0
000_002_000_QA_140_T,4.54,82.8,9.921,78.531,2,0,140.0,QA,0,16.0
000_002_000_QA_140_B,4.54,82.8,9.921,78.531,2,0,140.0,QA,90,16.0
000_002_001_QB_078_T,4.7,73.8,22.86,78.685,2,1,78.0,QB,0,16.0
000_002_001_QB_078_B,4.7,73.8,22.86,78.685,2,1,78.0,QB,90,16.0
000_002_001_QB_100_T,4.7,73.8,22.86,78.685,2,1,100.0,QB,0,16.0
000_002_001_QB_100_B,4.7,73.8,22.86,78.685,2,1,100.0,QB,90,16.0
000_002_001_QB_140_T,4.7,73.8,22.86,78.685,2,1,140.0,QB,0,16.0
000_002_001_QB_140_B,4.7,73.8,22.86,78.685,2,1,140.0,QB,90,16.0
000_002_002_UA_078_T,4.96,65.52,35.827,78.688,2,2,78.0,UA,45,16.0
000_002_002_UA_078_B,4.96,65.52,35.827,78.688,2,2,78.0,UA,135,16.0
000_002_002_UA_100_T,4.96,65.52,35.827,78.688,2,2,100.0,UA,45,16.0
000_002_002_UA_100_B,4.96,65.52,35.827,78.688,2,2,100.0,UA,135,16.0
000_002_002_UA_140_T,4.96,65.52,35.827,78.688,2,2,140.0,UA,45,16.0
000_002_002_UA_140_B,4.96,65.52,35.827,78.688,2,2,140.0,UA,135,16.0
000_002_003_UB_078_T,5.32,58.32,48.693,78.903,2,3,78.0,UB,45,16.0
000_002_003_UB_078_B,5.32,58.32,48.693,78.903,2,3,78.0,UB,135,16.0
000_002_003_UB_100_T,5.32,58.32,48.693,78.903,2,3,100.0,UB,45,16.0
000_002_003_UB_100_B,5.32,58.32,48.693,78.903,2,3,100.0,UB,135,16.0
000_002_003_UB_140_T,5.32,58.32,48.693,78.903,2,3,140.0,UB,45,16.0
000_002_003_UB_140_B,5.32,58.32,48.693,78.903,2,3,140.0,UB,135,16.0
000_002_004_QA_078_T,5.74,52.2,61.3,79.027,2,4,78.0,QA,0,16.0
000_002_004_QA_078_B,5.74,52.2,61.3,79.027,2,4,78.0,QA,90,16.0
000_002_004_QA_100_T,5.74,52.2,61.3,79.027,2,4,100.0,QA,0,16.0
