boloName,theta[deg.],phi[deg.],x[mm],y[mm],waferID,pixelID,freq[GHz],antenna,pol.ang.[deg.],diameter[mm]
000_006_016_UB_068_T,4.12,-30.96,61.61,-36.96,6,16,68.0,UB,45,16.0
000_006_016_UB_068_B,4.12,-30.96,61.61,-36.96,6,16,68.0,UB,135,16.0
000_006_016_UB_089_T,4.12,-30.96,61.61,-36.96,6,16,89.0,UB,45,16.0
000_006_016_UB_089_B,4.12,-30.96,61.61,-36.96,6,16,89.0,UB,135,16.0
000_006_016_UB_119_T,4.12,-30.96,61.61,-36.96,6,16,119.0,UB,45,16.0
000_006_016_UB_119_B,4.12,-30.96,61.61,-36.96,6,16,119.0,UB,135,16.0
000_006_017_UA_068_T,4.76,-26.28,74.405,-36.741,6,17,68.0,UA,45,16.0
000_006_017_UA_068_B,4.76,-26.28,74.405,-36.741,6,17,68.0,UA,135,16.0
000_006_017_UA_089_T,4.76,-26.28,74.405,-36.741,6,17,89.0,UA,45,16.0
000_006_017_UA_089_B,4.76,-26.28,74.405,-36.741,6,17,89.0,UA,135,16.0
000_006_017_UA_119_T,4.76,-26.28,74.405,-36.741,6,17,119.0,UA,45,16.0
000_006_017_UA_119_B,4.76,-26.28,74.405,-36.741,6,17,119.0,UA,135,16.0
000_006_018_QB_078_T,2.96,-78.84,9.995,-50.662,6,18,78.0,QB,0,16.0
000_006_018_QB_078_B,2.96,-78.84,9.995,-50.662,6,18,78.0,QB,90,16.0
000_006_018_QB_100_T,2.96,-78.84,9.995,-50.662,6,18,100.0,QB,0,16.0
000_006_018_QB_100_B,2.96,-78.84,9.995,-50.662,6,18,100.0,QB,90,16.0
000_006_018_QB_140_T,2.96,-78.84,9.995,-50.662,6,18,140.0,QB,0,16.0
000_006_018_QB_140_B,2.96,-78.84,9.995,-50.662,6,18,140.0,QB,90,16.0
000_006_019_QA_078_T,3.2,-65.52,23.131,-50.803,6,19,78.0,QA,0,16.0
000_006_019_QA_078_B,3.2,-65.52,23.131,-50.803,6,19,78.0,QA,90,16.0
000_006_019_QA_100_T,3.2,-65.52,23.131,-50.803,6,19,100.0,QA,0,16.0
000_006_019_QA_100_B,3.2,-65.52,23.131,-50.803,6,19,100.0,QA,90,16.0
000_006_019_QA_140_T,3.2,-65.52,23.131,-50.803,6,19,140.0,QA,0,16.0
000_006_019_QA_140_B,3.2,-65.52,23.131,-50.803,6,19,140.0,QA,90,16.0
000_006_020_UB_078_T,3.56,-54.72,35.864,-50.69,6,20,78.0,UB,45,16.0
000_006_020_UB_078_B,3.56,-54.72,35.864,-50.69,6,20,78.0,UB,135,16.0
000_006_020_UB_100_T,3.56,-54.72,35.864,-50.69,6,20,100.0,UB,45,16.0
000_006_020_UB_100_B,3.56,-54.72,35.864,-50.69,6,20,100.0,UB,135,16.0
000_006_020_UB_140_T,3.56,-54.72,35.864,-50.69,6,20,140.0,UB,45,16.0
000_006_020_UB_140_B,3.56,-54.72,35.864,-50.69,6,20,140.0,UB,135,16.0
000_006_021_UA_078_T,4.02,-46.08,48.628,-50.497,6,21,78.0,UA,45,16.0
000_006_021_UA_078_B,4.02,-46.08,48.628,-50.497,6,21,78.0,UA,135,16.0
000_006_021_UA_100_T,4.02,-46.08,48.628,-50.497,6,21,100.0,UA,45,16.0
000_006_021_UA_100_B,4.02,-46.08,48.628,-50.497,6,21,100.0,UA,135,16.0
000_006_021_UA_140_T,4.02,-46.08,48.628,-50.497,6,21,140.0,UA,45,16.0
000_006_021_UA_140_B,4.02,-46.08,48.628,-50.497,6,21,140.0,UA,135,16.0
000_006_022_QB_078_T,4.56,-39.24,61.575,-50.291,6,22,78.0,QB,0,16.0
000_006_022_QB_078_B,4.56,-39.24,61.575,-50.291,6,22,78.0,QB,90,16.0
000_006_022_QB_100_T,4.56,-39.24,61.575,-50.291,6,22,100.0,QB,0,16.0
000_006_022_QB_100_B,4.56,-39.24,61.575,-50.291,6,22,100.0,QB,90,16.0
000_006_022_QB_140_T,4.56,-39.24,61.575,-50.291,6,22,140.0,QB,0,16.0
000_006_022_QB_140_B,4.56,-39.24,61.575,-50.291,6,22,140.0,QB,90,16.0
000_006_023_QA_078_T,5.16,-33.84,74.702,-50.084,6,23,78.0,QA,0,16.0
000_006_023_QA_078_B,5.16,-33.84,74.702,-50.084,6,23,78.0,QA,90,16.0
000_006_023_QA_100_T,5.16,-33.84,74.702,-50.084,6,23,100.0,QA,0,16.0
000_006_023_QA_100_B,5.16,-33.84,74.702,-50.084,6,23,100.0,QA,90,16.0
000_006_023_QA_140_T,5.16,-33.84,74.702,-50.084,6,23,140.0,QA,0,16.0
000_006_023_QA_140_B,5.16,-33.84,74.702,-50.084,6,23,140.0,QA,90,16.0
000_006_024_UB_078_T,3.72,-81.0,10.15,-64.082,6,24,78.0,UB,45,16.0
000_006_024_UB_078_B,3.72,-81.0,10.15,-64.082,6,24,78.0,UB,135,16.0
000_006_024_UB_100_T,3.72,-81.0,10.15,-64.082,6,24,100.0,UB,45,16.0
000_006_024_UB_100_B,3.72,-81.0,10.15,-64.082,6,24,100.0,UB,135,16.0
000_006_024_UB_140_T,3.72,-81.0,10.15,-64.082,6,24,140.0,UB,45,16.0
000_006_024_UB_140_B,3.72,-81.0,10.15,-64.082,6,24,140.0,UB,135,16.0
000_006_025_UA_078_T,3.9,-70.2,23.039,-63.994,6,25,78.0,UA,45,16.0
000_006_025_UA_078_B,3.9,-70.2,23.039,-63.994,6,25,78.0,UA,135,16.0
000_006_025_UA_100_T,3.9,-70.2,23.039,-63.994,6,25,100.0,UA,45,16.0
000_006_025_UA_100_B,3.9,-70.2,23.039,-63.994,6,25,100.0,UA,135,16.0
000_006_025_UA_140_T,3.9,-70.2,23.039,-63.994,6,25,140.0,UA,45,16.0
000_006_025_UA_140_B,3.9,-70.2,23.039,-63.994,6,25,140.0,UA,135,16.0
000_006_026_QB_078_T,4.2,-60.84,35.685,-63.956,6,26,78.0,QB,0,16.0
000_006_026_QB_078_B,4.2,-60.84,35.685,-63.956,6,26,78.0,QB,90,16.0
000_006_026_QB_100_T,4.2,-60.84,35.685,-63.956,6,26,100.0,QB,0,16.0
000_006_026_QB_100_B,4.2,-60.84,35.685,-63.956,6,26,100.0,QB,90,16.0
000_006_026_QB_140_T,4.2,-60.84,35.685,-63.956,6,26,140.0,QB,0,16.0
000_006_026_QB_140_B,4.2,-60.84,35.685,-63.956,6,26,140.0,QB,90,16.0
000_006_027_QA_078_T,4.6,-52.56,48.755,-63.677,6,27,78.0,QA,0,16.0
000_006_027_QA_078_B,4.6,-52.56,48.755,-63.677,6,27,78.0,QA,90,16.0
000_006_027_QA_100_T,4.6,-52.56,48.755,-63.677,6,27,100.0,QA,0,16.0
000_006_027_QA_100_B,4.6,-52.56,48.755,-63.677,6,27,100.0,QA,90,16.0
000_006_027_QA_140_T,4.6,-52.56,48.755,-63.677,6,27,140.0,QA,0,16.0
000_006_027_QA_140_B,4.6,-52.56,48.755,-63.677,6,27,140.0,QA,90,16.0
000_006_028_UB_078_T,5.08,-46.08,61.421,-63.781,6,28,78.0,UB,45,16.0
000_006_028_UB_078_B,5.08,-46.08,61.421,-63.781,6,28,78.0,UB,135,16.0
000_006_028_UB_100_T,5.08,-46.08,61.421,-63.781,6,28,100.0,UB,45,16.0
000_006_028_UB_100_B,5.08,-46.08,61.421,-63.781,6,28,100.0,UB,135,16.0
000_006_028_UB_140_T,5.08,-46.08,61.421,-63.781,6,28,140.0,UB,45,16.0
000_006_028_UB_140_B,5.08,-46.08,61.421,-63.781,6,28,140.0,UB,135,16.0
000_006_029_UA_078_T,5.62,-40.32,74.666,-63.366,6,29,78.0,UA,45,16.0
000_006_029_UA_078_B,5.62,-40.32,74.666,-63.366,6,29,78.0,UA,135,16.0
000_006_029_UA_100_T,5.62,-40.32,74.666,-63.366,6,29,100.0,UA,45,16.0
000_006_029_UA_100_B,5.62,-40.32,74.666,-63.366,6,29,100.0,UA,135,16.0
000_006_029_UA_140_T,5.62,-40.32,74.666,-63.366,6,29,140.0,UA,45,16.0
000_006_029_UA_140_B,5.62,-40.32,74.666,-63.366,6,29,140.0,UA,135,16.0
000_006_030_QB_078_T,4.46,-82.44,10.231,-77.087,6,30,78.0,QB,0,16.0
000_006_030_QB_078_B,4.46,-82.44,10.231,-77.087,6,30,78.0,QB,90,16.0
000_006_030_QB_100_T,4.46,-82.44,10.231,-77.087,6,30,100.0,QB,0,16.0
000_006_030_QB_100_B,4.46,-82.44,10.231,-77.087,6,30,100.0,QB,90,16.0
000_006_030_QB_140_T,4.46,-82.44,10.231,-77.087,6,30,140.0,QB,0,16.0
000_006_030_QB_140_B,4.46,-82.44,10.231,-77.087,6,30,140.0,QB,90,16.0
000_006_031_QA_078_T,4.62,-73.44,22.957,-77.206,6,31,78.0,QA,0,16.0
000_006_031_QA_078_B,4.62,-73.44,22.957,-77.206,6,31,78.0,QA,90,16.0
000_006_031_QA_100_T,4.62,-73.44,22.957,-77.206,6,31,100.0,QA,0,16.0
000_006_031_QA_100_B,4.62,-73.44,22.957,-77.206,6,31,100.0,QA,90,16.0
000_006_031_QA_140_T,4.62,-73.44,22.957,-77.206,6,31,140.0,QA,0,16.0
000_006_031_QA_140_B,4.62,-73.44,22.957,-77.206,6,31,140.0,QA,90,16.0
000_006_032_UB_078_T,4.88,-65.16,35.736,-77.199,6,32,78.0,UB,45,16.0
000_006_032_UB_078_B,4.88,-65.16,35.736,-77.199,6,32,78.0,UB,135,16.0
000_006_032_UB_100_T,4.88,-65.16,35.736,-77.199,6,32,100.0,UB,45,16.0
000_006_032_UB_100_B,4.88,-65.16,35.736,-77.199,6,32,100.0,UB,135,16.0
000_006_032_UB_140_T,4.88,-65.16,35.736,-77.199,6,32,140.0,UB,45,16.0
000_006_032_UB_140_B,4.88,-65.16,35.736,-77.199,6,32,140.0,UB,135,16.0
000_006_033_UA_078_T,5.24,-57.6,48.936,-77.111,6,33,78.0,UA,45,16.0
000_006_033_UA_078_B,5.24,-57.6,48.936,-77.111,6,33,78.0,UA,135,16.0
000_006_033_UA_100_T,5.24,-57.6,48.936,-77.111,6,33,100.0,UA,45,16.0
000_006_033_UA_100_B,5.24,-57.6,48.936,-77.111,6,33,100.0,UA,135,16.0
000_006_033_UA_140_T,5.24,-57.6,48.936,-77.111,6,33,140.0,UA,45,16.0
000_006_033_UA_140_B,5.24,-57.6,48.936,-77.111,6,33,140.0,UA,135,16.0
000_006_034_QB_078_T,5.66,-51.12,61.906,-76.776,6,34,78.0,QB,0,16.0
000_006_034_QB_078_B,5.66,-51.12,61.906,-76.776,6,34,78.0,QB,90,16.0
000_006_034_QB_100_T,5.66,-51.12,61.906,-76.776,6,34,100.0,QB,0,16.0
000_006_034_QB_100_B,5.66,-51.12,61.906,-76.776,6,34,100.0,QB,90,16.0
000_006_034_QB_140_T,5.66,-51.12,61.906,-76.776,6,34,140.0,QB,0,16.0
000_006_034_QB_140_B,5.66,-51.12,61.906,-76.776,6,34,140.0,QB,90,16.0
000_006_035_QA_078_T,6.14,-45.72,74.675,-76.575,6,35,78.0,QA,0,16.0
000_006_035_QA_078_B,6.14,-45.72,74.675,-76.575,6,35,78.0,QA,90,16.0
000_006_035_QA_100_T,6.14,-45.72,74.675,-76.575,6,35,100.0,QA,0,16.0
000_006_035_QA_100_B,6.14,-45.72,74.675,-76.575,6,35,100.0,QA,90,16.0
000_006_035_QA_140_T,6.14,-45.72,74.675,-76.575,6,35,140.0,QA,0,16.0
000_006_035_QA_140_B,6.14,-45.72,74.675,-76.575,6,35,140.0,QA,90,16.0
000_007_000_QB_040_T,5.86,-9.2,100.785,-16.324,7,0,40.0,QB,0,32.0
000_007_000_QB_040_B,5.86,-9.2,100.785,-16.324,7,0,40.0,QB,90,32.0
000_007_000_QB_060_T,5.86,-9.2,100.785,-16.324,7,0,60.0,QB,0,32.0
000_007_000_QB_060_B,5.86,-9.2,100.785,-16.324,7,0,60.0,QB,90,32.0
000_007_000_QB_078_T,5.86,-9.2,100.785,-16.324,7,0,78.0,QB,0,32.0
000_007_000_QB_078_B,5.86,-9.2,100.785,-16.324,7,0,78.0,QB,90,32.0
000_007_001_QA_040_T,7.32,-7.0,126.461,-15.527,7,1,40.0,QA,0,32.0
000_007_001_QA_040_B,7.32,-7.0,126.461,-15.527,7,1,40.0,QA,90,32.0
000_007_001_QA_060_T,7.32,-7.0,126.461,-15.527,7,1,60.0,QA,0,32.0
000_007_001_QA_060_B,7.32,-7.0,126.461,-15.527,7,1,60.0,QA,90,32.0
000_007_001_QA_078_T,7.32,-7.0,126.461,-15.527,7,1,78.0,QA,0,32.0
000_007_001_QA_078_B,7.32,-7.0,126.461,-15.527,7,1,78.0,QA,90,32.0
000_007_002_QB_040_T,8.8,-5.6,152.256,-14.929,7,2,40.0,QB,0,32.0
000_007_002_QB_040_B,8.8,-5.6,152.256,-14.929,7,2,40.0,QB,90,32.0
000_007_002_QB_060_T,8.8,-5.6,152.256,-14.929,7,2,60.0,QB,0,32.0
000_007_002_QB_060_B,8.8,-5.6,152.256,-14.929,7,2,60.0,QB,90,32.0
000_007_002_QB_078_T,8.8,-5.6,152.256,-14.929,7,2,78.0,QB,0,32.0
000_007_002_QB_078_B,8.8,-5.6,152.256,-14.929,7,2,78.0,QB,90,32.0
000_007_003_QB_040_T,6.3,-23.0,101.011,-42.877,7,3,40.0,QB,0,32.0
000_007_003_QB_040_B,6.3,-23.0,101.011,-42.877,7,3,40.0,QB,90,32.0
000_007_003_QB_060_T,6.3,-23.0,101.011,-42.877,7,3,60.0,QB,0,32.0
000_007_003_QB_060_B,6.3,-23.0,101.011,-42.877,7,3,60.0,QB,90,32.0
000_007_003_QB_078_T,6.3,-23.0,101.011,-42.877,7,3,78.0,QB,0,32.0
000_007_003_QB_078_B,6.3,-23.0,101.011,-42.877,7,3,78.0,QB,90,32.0
000_007_004_UA_040_T,7.68,-18.6,126.66,-42.626,7,4,40.0,UA,45,32.0
000_007_004_UA_040_B,7.68,-18.6,126.66,-42.626,7,4,40.0,UA,135,32.0
000_007_004_UA_060_T,7.68,-18.6,126.66,-42.626,7,4,60.0,UA,45,32.0
000_007_004_UA_060_B,7.68,-18.6,126.66,-42.626,7,4,60.0,UA,135,32.0
000_007_004_UA_078_T,7.68,-18.6,126.66,-42.626,7,4,78.0,UA,45,32.0
000_007_004_UA_078_B,7.68,-18.6,126.66,-42.626,7,4,78.0,UA,135,32.0
000_007_005_UB_040_T,9.08,-15.2,152.293,-41.377,7,5,40.0,UB,45,32.0
000_007_005_UB_040_B,9.08,-15.2,152.293,-41.377,7,5,40.0,UB,135,32.0
000_007_005_UB_060_T,9.08,-15.2,152.293,-41.377,7,5,60.0,UB,45,32.0
000_007_005_UB_060_B,9.08,-15.2,152.293,-41.377,7,5,60.0,UB,135,32.0
000_007_005_UB_078_T,9.08,-15.2,152.293,-41.377,7,5,78.0,UB,45,32.0
000_007_005_UB_078_B,9.08,-15.2,152.293,-41.377,7,5,78.0,UB,135,32.0
000_007_006_QB_050_T,7.04,-34.6,100.885,-69.596,7,6,50.0,QB,0,32.0
000_007_006_QB_050_B,7.04,-34.6,100.885,-69.596,7,6,50.0,QB,90,32.0
000_007_006_QB_068_T,7.04,-34.6,100.885,-69.596,7,6,68.0,QB,0,32.0
000_007_006_QB_068_B,7.04,-34.6,100.885,-69.596,7,6,68.0,QB,90,32.0
000_007_006_QB_089_T,7.04,-34.6,100.885,-69.596,7,6,89.0,QB,0,32.0
000_007_006_QB_089_B,7.04,-34.6,100.885,-69.596,7,6,89.0,QB,90,32.0
000_007_007_UA_050_T,8.3,-28.6,126.742,-69.102,7,7,50.0,UA,45,32.0
000_007_007_UA_050_B,8.3,-28.6,126.742,-69.102,7,7,50.0,UA,135,32.0
000_007_007_UA_068_T,8.3,-28.6,126.742,-69.102,7,7,68.0,UA,45,32.0
000_007_007_UA_068_B,8.3,-28.6,126.742,-69.102,7,7,68.0,UA,135,32.0
000_007_007_UA_089_T,8.3,-28.6,126.742,-69.102,7,7,89.0,UA,45,32.0
000_007_007_UA_089_B,8.3,-28.6,126.742,-69.102,7,7,89.0,UA,135,32.0
000_007_008_UB_050_T,9.6,-24.2,152.113,-68.362,7,8,50.0,UB,45,32.0
000_007_008_UB_050_B,9.6,-24.2,152.113,-68.362,7,8,50.0,UB,135,32.0
000_007_008_UB_068_T,9.6,-24.2,152.113,-68.362,7,8,68.0,UB,45,32.0
000_007_008_UB_068_B,9.6,-24.2,152.113,-68.362,7,8,68.0,UB,135,32.0
000_007_008_UB_089_T,9.6,-24.2,152.113,-68.362,7,8,89.0,UB,45,32.0
000_007_008_UB_089_B,9.6,-24.2,152.113,-68.362,7,8,89.0,UB,135,32.0

